pipeline,competitor,script_group_id,original_ad_id,original_first_seen,replica_ad_id,replication_type,replica_first_seen,days_to_replica,original_is_winner,replica_is_winner
facebook,lingo-ai,lingo-ai-g0000,1543351697304303,2026-06-15,27252840764373165,exact_replica,2026-06-15,0,False,False
facebook,lingo-ai,lingo-ai-g0000,1543351697304303,2026-06-15,1694390814936925,reworded_replica,2026-06-15,0,False,False
facebook,lingo-ai,lingo-ai-g0000,1543351697304303,2026-06-15,2076473126238898,reworded_replica,2026-06-15,0,False,False
facebook,lingo-ai,lingo-ai-g0000,1543351697304303,2026-06-15,1644228480168526,exact_replica,2026-06-15,0,False,False
facebook,lingo-ai,lingo-ai-g0000,1543351697304303,2026-06-15,1537064428044245,exact_replica,2026-06-17,2,False,False
facebook,lingo-ai,lingo-ai-g0000,1543351697304303,2026-06-15,2025522311379279,exact_replica,2026-06-17,2,False,False
facebook,lingo-ai,lingo-ai-g0000,1543351697304303,2026-06-15,1787729085545056,exact_replica,2026-06-17,2,False,False
facebook,lingo-ai,lingo-ai-g0000,1543351697304303,2026-06-15,1772896170361459,exact_replica,2026-06-17,2,False,False
facebook,lingo-ai,lingo-ai-g0001,1220089980142236,2026-06-22,1832151567988662,exact_replica,2026-06-22,0,False,False
facebook,lingo-ai,lingo-ai-g0001,1220089980142236,2026-06-22,1382542137258042,exact_replica,2026-06-22,0,False,False
facebook,lingo-ai,lingo-ai-g0001,1220089980142236,2026-06-22,900011839294388,exact_replica,2026-06-22,0,False,False
facebook,lingo-ai,lingo-ai-g0001,1220089980142236,2026-06-22,3403536496487480,exact_replica,2026-06-22,0,False,False
facebook,lingo-ai,lingo-ai-g0001,1220089980142236,2026-06-22,1376125071000503,exact_replica,2026-06-22,0,False,False
facebook,lingo-ai,lingo-ai-g0001,1220089980142236,2026-06-22,1492092175305768,exact_replica,2026-06-22,0,False,False
facebook,lingo-ai,lingo-ai-g0001,1220089980142236,2026-06-22,1427717762585898,exact_replica,2026-06-22,0,False,False
facebook,lingo-ai,lingo-ai-g0002,1031747116205172,2026-06-22,992641953651273,visual_variant,2026-06-22,0,False,False
facebook,lingo-ai,lingo-ai-g0002,1031747116205172,2026-06-22,1007110078391526,visual_variant,2026-06-23,1,False,False
facebook,lingo-ai,lingo-ai-g0002,1031747116205172,2026-06-22,2529530774161992,visual_variant,2026-06-23,1,False,False
facebook,lingo-ai,lingo-ai-g0002,1031747116205172,2026-06-22,1005118642480638,exact_replica,2026-06-23,1,False,False
facebook,lingo-ai,lingo-ai-g0003,1388064789801947,2026-06-17,2217238392444405,exact_replica,2026-06-17,0,False,False
facebook,lingo-ai,lingo-ai-g0003,1388064789801947,2026-06-17,27595074290086518,translation_replica,2026-06-17,0,False,False
facebook,lingo-ai,lingo-ai-g0003,1388064789801947,2026-06-17,2506292793150954,translation_replica,2026-06-17,0,False,False
facebook,lingo-ai,lingo-ai-g0004,4538220956421951,2026-06-15,1006749742165873,exact_replica,2026-06-16,1,True,False
facebook,lingo-ai,lingo-ai-g0005,1025722076570233,2026-06-15,1096538780053471,exact_replica,2026-06-16,1,False,False
facebook,lingo-ai,lingo-ai-g0006,919002281155664,2026-06-15,1333230688768920,exact_replica,2026-06-16,1,True,False
facebook,lingo-ai,lingo-ai-g0007,1691784178829769,2026-06-16,1449171250302016,exact_replica,2026-06-22,6,False,False
facebook,lingo-ai,lingo-ai-g0008,1747869789910274,2026-06-15,1501331884229139,reworded_replica,2026-06-17,2,True,False
facebook,lingo-ai,lingo-ai-g0009,980472391441234,2026-06-15,1589301959391190,exact_replica,2026-06-17,2,False,False
facebook,lingo-ai,lingo-ai-g0010,4576200355997577,2026-06-15,1651336692836508,reworded_replica,2026-06-16,1,False,False
facebook,lingo-ai,lingo-ai-g0011,3046945898830013,2026-06-15,1665570207993946,exact_replica,2026-06-17,2,False,False
facebook,lingo-ai,lingo-ai-g0012,2388976068265097,2026-06-16,1697053921719601,exact_replica,2026-06-22,6,False,False
facebook,lingo-ai,lingo-ai-g0013,2204277097086348,2026-06-15,1915361298965714,exact_replica,2026-06-16,1,True,True
facebook,lingo-ai,lingo-ai-g0014,3757029167770745,2026-06-15,1977029976261208,exact_replica,2026-06-16,1,True,True
facebook,lingo-ai,lingo-ai-g0015,4245939425660754,2026-06-15,993382163488187,exact_replica,2026-06-16,1,False,False
