row_rank,competitor_name,advertiser_id,advertiser_name,advertiser_verified_location,target_country,creative_id,creative_url,creative_format,creative_last_shown_date,regions_shown,variant_index,variant_count,ad_headline,ad_description,ad_cta_text,ad_overlay_text,ad_destination_url,youtube_video_id,youtube_video_url,youtube_video_title,youtube_video_description,youtube_channel_name,youtube_video_duration_s,image_url_at_scrape,aspect_ratio,scrape_run_date,error_tag,r2_public_url,first_scrape_run_date,latest_scrape_run_date,competitor_analysis_docx_r2_url,supernova_rewrite_docx_r2_url,competitor_analysis_image_r2_urls,supernova_rewrite_image_r2_urls,page_rank
1,Busuu,AR10122694483049971713,Busuu Limited,United Kingdom,IN,CR00101879854076526593,https://adstransparency.google.com/advertiser/AR10122694483049971713/creative/CR00101879854076526593?region=IN,Image,2026-07-06,"2586,2756,2826,2196,2040,2356,2032,2372,2752,2724,2703,2616,2191,2442,2620,2100,2380,2470,2050,2818,2705,2528,2254,2056,2250,2144,2348,2474,2246,2642,2638,2440,2504,2276,2300,2788,2792,2203,2578",0,1,,,,,,,,,,,,https://tpc.googlesyndication.com/archive/simgad/4321481351827732291,,2026-07-06,,https://pub-893b4a6a607b4221a894bf861da7914e.r2.dev/g_CR00101879854076526593.jpg,2026-06-03,2026-07-06,,,,,1
2,Busuu,AR10122694483049971713,Busuu Limited,United Kingdom,IN,CR01799058325942304769,https://adstransparency.google.com/advertiser/AR10122694483049971713/creative/CR01799058325942304769?region=IN,YouTubeVideo,2026-07-06,"2276,2124,2068,2428,2188,2170,2620,2100,2732,2616,2528,2470,2250,2056,2703,2705,2191,2840,2076,2724,2196,2320,2862,2380,2372,2356,2360,2752,2442,2233,2152,2032,2300,2504,2410,2208,2352,2040,2578,2203,2604,2348,2826,2591,2218,2792,2440,2608,2484,2642,2246,2804",0,3,Aprende más con Busuu. Obtén correcciones de otros usuarios. Aprende para la vida real.,Instalar,,,,,,,,,,,00:00,2026-07-06,html5-banner-no-mp4,,2026-06-03,2026-07-06,,,,,2
3,Busuu,AR10122694483049971713,Busuu Limited,United Kingdom,IN,CR01799058325942304769,https://adstransparency.google.com/advertiser/AR10122694483049971713/creative/CR01799058325942304769?region=IN,YouTubeVideo,2026-07-06,"2276,2124,2068,2428,2188,2170,2620,2100,2732,2616,2528,2470,2250,2056,2703,2705,2191,2840,2076,2724,2196,2320,2862,2380,2372,2356,2360,2752,2442,2233,2152,2032,2300,2504,2410,2208,2352,2040,2578,2203,2604,2348,2826,2591,2218,2792,2440,2608,2484,2642,2246,2804",1,3,Aprende más con Busuu. Obtén correcciones de otros usuarios. Aprende para la vida real.,Instalar,,,,,,,,,,,00:00,2026-07-06,html5-banner-no-mp4,,2026-06-03,2026-07-06,,,,,3
4,Busuu,AR10122694483049971713,Busuu Limited,United Kingdom,IN,CR01799058325942304769,https://adstransparency.google.com/advertiser/AR10122694483049971713/creative/CR01799058325942304769?region=IN,YouTubeVideo,2026-07-06,"2276,2124,2068,2428,2188,2170,2620,2100,2732,2616,2528,2470,2250,2056,2703,2705,2191,2840,2076,2724,2196,2320,2862,2380,2372,2356,2360,2752,2442,2233,2152,2032,2300,2504,2410,2208,2352,2040,2578,2203,2604,2348,2826,2591,2218,2792,2440,2608,2484,2642,2246,2804",2,3,Aprende más con Busuu. Obtén correcciones de otros usuarios. Aprende para la vida real.,Instalar,,,,,,,,,,,00:00,2026-07-06,html5-banner-no-mp4,,2026-06-03,2026-07-06,,,,,4
5,Busuu,AR10122694483049971713,Busuu Limited,United Kingdom,IN,CR01799058325942304769,https://adstransparency.google.com/advertiser/AR10122694483049971713/creative/CR01799058325942304769?region=IN,YouTubeVideo,2026-06-03,"2170,2705,2591,2076,2056,2840,2250,2124,2428,2470,2732,2616,2620,2100,2528,2380,2703,2372,2752,2191,2152,2862,2442,2356,2360,2032,2196,2352,2320,2724,2040,2578,2203,2410,2604,2208,2504,2218,2068,2826,2188,2642,2276,2792,2804,2608,2348,2484,2300,2440,2246",3,4,,,,,,,,,,,,,,2026-06-03,html5-captured-locally,,2026-06-03,2026-06-03,,,,,
5,Busuu,AR10122694483049971713,Busuu Limited,United Kingdom,IN,CR02836618950303809537,https://adstransparency.google.com/advertiser/AR10122694483049971713/creative/CR02836618950303809537?region=IN,Image,2026-07-05,"2276,2250,2724,2840,2124,2348,2642,2356,2616,2056,2300,2620,2380",0,1,,,,,,,,,,,,https://tpc.googlesyndication.com/archive/simgad/8087489434610434801,,2026-07-06,,https://pub-893b4a6a607b4221a894bf861da7914e.r2.dev/g_CR02836618950303809537.jpg,2026-06-03,2026-07-06,,,,,5
6,Busuu,AR10122694483049971713,Busuu Limited,United Kingdom,IN,CR03239106211127230465,https://adstransparency.google.com/advertiser/AR10122694483049971713/creative/CR03239106211127230465?region=IN,Image,2026-07-06,"2428,2032,2620,2372,2380,2792,2642,2196,2348,2276,2356,2826,2440,2724,2203,2250,2586,2703,2528,2300,2616,2100",0,3,,,,,,,,,,,,https://tpc.googlesyndication.com/archive/simgad/5198420201462342691,,2026-07-06,,https://pub-893b4a6a607b4221a894bf861da7914e.r2.dev/g_CR03239106211127230465.jpg,2026-06-03,2026-07-06,,,,,6
9,Busuu,AR10122694483049971713,Busuu Limited,United Kingdom,IN,CR03579516110598307841,https://adstransparency.google.com/advertiser/AR10122694483049971713/creative/CR03579516110598307841?region=IN,Image,2026-07-05,"2792,2356,2826,2724,2100,2642,2032,2348,2616",0,1,,,,,,,,,,,,https://tpc.googlesyndication.com/archive/simgad/2648516876297421833,,2026-07-06,,https://pub-893b4a6a607b4221a894bf861da7914e.r2.dev/g_CR03579516110598307841.jpg,2026-06-03,2026-07-06,,,,,9
10,Busuu,AR10122694483049971713,Busuu Limited,United Kingdom,IN,CR03654745520804462593,https://adstransparency.google.com/advertiser/AR10122694483049971713/creative/CR03654745520804462593?region=IN,Image,2026-07-05,"2276,2620,2703,2100,2440,2616,2191,2638,2792,2474,2524,2348,2804,2642,2586,2608,2756,2203,2300,2175,2380,2233,2704,2442,2458,2752,2356,2504,2566,2032,2196,2372,2360,2076,2705,2724,2056,2254,2258,2540,2250,2428,2050,2012,2528",0,1,,,,,,,,,,,,https://tpc.googlesyndication.com/archive/simgad/2150038795400981044,,2026-07-06,,https://pub-893b4a6a607b4221a894bf861da7914e.r2.dev/g_CR03654745520804462593.jpg,2026-06-03,2026-07-06,,,,,10
11,Busuu,AR10122694483049971713,Busuu Limited,United Kingdom,IN,CR03828542025272131585,https://adstransparency.google.com/advertiser/AR10122694483049971713/creative/CR03828542025272131585?region=IN,Image,2026-07-05,"2356,2724,2756,2203,2300,2175,2642,2638,2792,2276,2608,2440,2348,2705,2474,2258,2254,2056,2540,2428,2620,2528,2191,2616,2100,2442,2250,2566,2752,2458,2380,2360",0,3,,,,,,,,,,,,https://tpc.googlesyndication.com/archive/simgad/9624351274222256786,,2026-07-06,,https://pub-893b4a6a607b4221a894bf861da7914e.r2.dev/g_CR03828542025272131585.jpg,2026-06-03,2026-07-06,,,,,11
