row_rank,competitor_name,advertiser_id,advertiser_name,advertiser_verified_location,target_country,creative_id,creative_url,creative_format,creative_last_shown_date,regions_shown,variant_index,variant_count,ad_headline,ad_description,ad_cta_text,ad_overlay_text,ad_destination_url,youtube_video_id,youtube_video_url,youtube_video_title,youtube_video_description,youtube_channel_name,youtube_video_duration_s,image_url_at_scrape,aspect_ratio,scrape_run_date,error_tag,r2_public_url,first_scrape_run_date,latest_scrape_run_date,competitor_analysis_docx_r2_url,supernova_rewrite_docx_r2_url,competitor_analysis_image_r2_urls,supernova_rewrite_image_r2_urls,page_rank
1,Busuu,AR10122694483049971713,Busuu Limited,United Kingdom,IN,CR00101879854076526593,https://adstransparency.google.com/advertiser/AR10122694483049971713/creative/CR00101879854076526593?region=IN,Image,2026-06-28,"2348,2254,2056,2250,2100,2705,2703,2616,2470,2050,2818,2191,2620,2528,2752,2380,2356,2196,2032,2372,2724,2040,2826,2203,2442,2578,2586,2504,2300,2788,2756,2440,2638,2276,2246,2642,2792,2474,2144",0,1,,,,,,,,,,,,https://tpc.googlesyndication.com/archive/simgad/4321481351827732291,,2026-06-29,,https://pub-893b4a6a607b4221a894bf861da7914e.r2.dev/g_CR00101879854076526593.jpg,2026-06-03,2026-06-29,,,,,1
2,Busuu,AR10122694483049971713,Busuu Limited,United Kingdom,IN,CR01799058325942304769,https://adstransparency.google.com/advertiser/AR10122694483049971713/creative/CR01799058325942304769?region=IN,YouTubeVideo,2026-06-29,"2604,2196,2320,2826,2352,2218,2724,2152,2862,2356,2360,2380,2752,2372,2032,2100,2616,2620,2528,2124,2703,2191,2732,2250,2056,2470,2428,2442,2705,2233,2840,2591,2076,2348,2608,2804,2792,2484,2642,2276,2440,2170,2188,2300,2068,2504,2410,2208,2040,2578,2203,2246",0,3,Aprende más con Busuu. Obtén correcciones de otros usuarios. Aprende para la vida real.,Instalar,,,,,,,,,,,00:00,2026-06-29,html5-banner-no-mp4,,2026-06-03,2026-06-29,,,,,2
3,Busuu,AR10122694483049971713,Busuu Limited,United Kingdom,IN,CR01799058325942304769,https://adstransparency.google.com/advertiser/AR10122694483049971713/creative/CR01799058325942304769?region=IN,YouTubeVideo,2026-06-29,"2604,2196,2320,2826,2352,2218,2724,2152,2862,2356,2360,2380,2752,2372,2032,2100,2616,2620,2528,2124,2703,2191,2732,2250,2056,2470,2428,2442,2705,2233,2840,2591,2076,2348,2608,2804,2792,2484,2642,2276,2440,2170,2188,2300,2068,2504,2410,2208,2040,2578,2203,2246",1,3,Aprende más con Busuu. Obtén correcciones de otros usuarios. Aprende para la vida real.,Instalar,,,,,,,,,,,00:00,2026-06-29,html5-banner-no-mp4,,2026-06-03,2026-06-29,,,,,3
4,Busuu,AR10122694483049971713,Busuu Limited,United Kingdom,IN,CR01799058325942304769,https://adstransparency.google.com/advertiser/AR10122694483049971713/creative/CR01799058325942304769?region=IN,YouTubeVideo,2026-06-29,"2604,2196,2320,2826,2352,2218,2724,2152,2862,2356,2360,2380,2752,2372,2032,2100,2616,2620,2528,2124,2703,2191,2732,2250,2056,2470,2428,2442,2705,2233,2840,2591,2076,2348,2608,2804,2792,2484,2642,2276,2440,2170,2188,2300,2068,2504,2410,2208,2040,2578,2203,2246",2,3,Aprende más con Busuu. Obtén correcciones de otros usuarios. Aprende para la vida real.,Instalar,,,,,,,,,,,00:00,2026-06-29,html5-banner-no-mp4,,2026-06-03,2026-06-29,,,,,4
5,Busuu,AR10122694483049971713,Busuu Limited,United Kingdom,IN,CR01799058325942304769,https://adstransparency.google.com/advertiser/AR10122694483049971713/creative/CR01799058325942304769?region=IN,YouTubeVideo,2026-06-03,"2170,2705,2591,2076,2056,2840,2250,2124,2428,2470,2732,2616,2620,2100,2528,2380,2703,2372,2752,2191,2152,2862,2442,2356,2360,2032,2196,2352,2320,2724,2040,2578,2203,2410,2604,2208,2504,2218,2068,2826,2188,2642,2276,2792,2804,2608,2348,2484,2300,2440,2246",3,4,,,,,,,,,,,,,,2026-06-03,html5-captured-locally,,2026-06-03,2026-06-03,,,,,
5,Busuu,AR10122694483049971713,Busuu Limited,United Kingdom,IN,CR02836618950303809537,https://adstransparency.google.com/advertiser/AR10122694483049971713/creative/CR02836618950303809537?region=IN,Image,2026-06-28,"2380,2356,2124,2840,2724,2250,2348,2642,2616,2300,2620,2056,2276",0,1,,,,,,,,,,,,https://tpc.googlesyndication.com/archive/simgad/8087489434610434801,,2026-06-29,,https://pub-893b4a6a607b4221a894bf861da7914e.r2.dev/g_CR02836618950303809537.jpg,2026-06-03,2026-06-29,,,,,5
6,Busuu,AR10122694483049971713,Busuu Limited,United Kingdom,IN,CR03239106211127230465,https://adstransparency.google.com/advertiser/AR10122694483049971713/creative/CR03239106211127230465?region=IN,Image,2026-06-28,"2250,2826,2724,2196,2348,2642,2032,2792,2276,2380,2440,2703,2372,2620,2356,2100,2428,2586,2528,2300,2616,2203",0,2,,,,,,,,,,,,https://tpc.googlesyndication.com/archive/simgad/5198420201462342691,,2026-06-29,,https://pub-893b4a6a607b4221a894bf861da7914e.r2.dev/g_CR03239106211127230465.jpg,2026-06-03,2026-06-29,,,,,6
8,Busuu,AR10122694483049971713,Busuu Limited,United Kingdom,IN,CR03579516110598307841,https://adstransparency.google.com/advertiser/AR10122694483049971713/creative/CR03579516110598307841?region=IN,Image,2026-06-28,"2616,2032,2724,2826,2356,2100,2792,2642,2348",0,2,,,,,,,,,,,,https://tpc.googlesyndication.com/archive/simgad/2648516876297421833,,2026-06-29,,https://pub-893b4a6a607b4221a894bf861da7914e.r2.dev/g_CR03579516110598307841.jpg,2026-06-03,2026-06-29,,,,,8
10,Busuu,AR10122694483049971713,Busuu Limited,United Kingdom,IN,CR03654745520804462593,https://adstransparency.google.com/advertiser/AR10122694483049971713/creative/CR03654745520804462593?region=IN,Image,2026-06-29,"2504,2233,2704,2442,2752,2356,2360,2458,2566,2380,2032,2196,2372,2076,2705,2724,2056,2254,2258,2050,2250,2428,2540,2012,2100,2620,2703,2440,2528,2276,2191,2792,2638,2616,2474,2524,2348,2804,2642,2608,2586,2203,2756,2175,2300",0,1,,,,,,,,,,,,https://tpc.googlesyndication.com/archive/simgad/2150038795400981044,,2026-06-29,,https://pub-893b4a6a607b4221a894bf861da7914e.r2.dev/g_CR03654745520804462593.jpg,2026-06-03,2026-06-29,,,,,10
11,Busuu,AR10122694483049971713,Busuu Limited,United Kingdom,IN,CR03828542025272131585,https://adstransparency.google.com/advertiser/AR10122694483049971713/creative/CR03828542025272131585?region=IN,Image,2026-06-29,"2566,2442,2724,2203,2756,2175,2300,2638,2792,2276,2642,2440,2474,2608,2254,2258,2250,2705,2056,2348,2616,2620,2191,2428,2528,2458,2360,2100,2752,2540,2356,2380",0,3,,,,,,,,,,,,https://tpc.googlesyndication.com/archive/simgad/9624351274222256786,,2026-06-29,,https://pub-893b4a6a607b4221a894bf861da7914e.r2.dev/g_CR03828542025272131585.jpg,2026-06-03,2026-06-29,,,,,11
