pipeline,competitor,page_id,ad_id,scrape_date,page_rank,row_rank,present,page_rank_delta,days_since_prev_obs
google,mysivi,AR00309923070552834049,CR00040292024506646529,2026-06-01,1,1,true,,
google,mysivi,AR00309923070552834049,CR00040292024506646529,2026-06-15,1,1,true,0,14
google,mysivi,AR00309923070552834049,CR00080860868245454849,2026-06-01,2,4,true,,
google,mysivi,AR00309923070552834049,CR00080860868245454849,2026-06-15,2,4,true,0,14
google,mysivi,AR00309923070552834049,CR00202131314252447745,2026-06-01,3,8,true,,
google,mysivi,AR00309923070552834049,CR00202131314252447745,2026-06-15,3,8,true,0,14
google,mysivi,AR00309923070552834049,CR00356683599275098113,2026-06-01,4,12,true,,
google,mysivi,AR00309923070552834049,CR00356683599275098113,2026-06-15,4,12,true,0,14
google,mysivi,AR00309923070552834049,CR00374679349036580865,2026-06-01,5,16,true,,
google,mysivi,AR00309923070552834049,CR00374679349036580865,2026-06-15,5,16,true,0,14
google,mysivi,AR00309923070552834049,CR00426987352007639041,2026-06-01,6,19,true,,
google,mysivi,AR00309923070552834049,CR00426987352007639041,2026-06-15,6,19,true,0,14
google,mysivi,AR00309923070552834049,CR00521681553999265793,2026-06-01,7,23,true,,
google,mysivi,AR00309923070552834049,CR00521681553999265793,2026-06-15,7,23,true,0,14
google,mysivi,AR00309923070552834049,CR00703816754651987969,2026-06-01,8,27,true,,
google,mysivi,AR00309923070552834049,CR00703816754651987969,2026-06-15,8,27,true,0,14
google,mysivi,AR00309923070552834049,CR00726059943601373185,2026-06-01,9,31,true,,
google,mysivi,AR00309923070552834049,CR00726059943601373185,2026-06-15,9,31,true,0,14
google,mysivi,AR00309923070552834049,CR00843402298418790401,2026-06-01,10,34,true,,
google,mysivi,AR00309923070552834049,CR00843402298418790401,2026-06-15,10,34,true,0,14
google,mysivi,AR00309923070552834049,CR00860993548160335873,2026-06-01,11,37,true,,
google,mysivi,AR00309923070552834049,CR00860993548160335873,2026-06-15,11,37,true,0,14
google,mysivi,AR00309923070552834049,CR01241396645493473281,2026-06-01,12,40,true,,
google,mysivi,AR00309923070552834049,CR01241396645493473281,2026-06-15,12,40,true,0,14
google,mysivi,AR00309923070552834049,CR01282886948695834625,2026-06-01,13,44,true,,
google,mysivi,AR00309923070552834049,CR01282886948695834625,2026-06-15,13,44,true,0,14
google,mysivi,AR00309923070552834049,CR01304809423847292929,2026-06-01,14,45,true,,
google,mysivi,AR00309923070552834049,CR01304809423847292929,2026-06-15,14,45,true,0,14
google,mysivi,AR00309923070552834049,CR01362799453802594305,2026-06-01,15,49,true,,
google,mysivi,AR00309923070552834049,CR01362799453802594305,2026-06-15,15,49,true,0,14
google,mysivi,AR00309923070552834049,CR01621832135469957121,2026-06-01,16,52,true,,
google,mysivi,AR00309923070552834049,CR01621832135469957121,2026-06-15,16,52,true,0,14
google,mysivi,AR00309923070552834049,CR01810583028867530753,2026-06-01,17,57,true,,
google,mysivi,AR00309923070552834049,CR01810583028867530753,2026-06-15,17,57,true,0,14
google,mysivi,AR00309923070552834049,CR01697097348523491329,2026-06-01,18,58,true,,
google,mysivi,AR00309923070552834049,CR01948288064153452545,2026-06-01,19,61,true,,
google,mysivi,AR00309923070552834049,CR01948288064153452545,2026-06-15,18,61,true,1,14
google,mysivi,AR00309923070552834049,CR02000079459868213249,2026-06-01,20,66,true,,
google,mysivi,AR00309923070552834049,CR02000079459868213249,2026-06-15,19,66,true,1,14
google,mysivi,AR00309923070552834049,CR02280664888722325505,2026-06-01,21,68,true,,
google,mysivi,AR00309923070552834049,CR02280664888722325505,2026-06-15,20,68,true,1,14
google,mysivi,AR00309923070552834049,CR02292858000227958785,2026-06-01,22,72,true,,
google,mysivi,AR00309923070552834049,CR02292858000227958785,2026-06-15,21,72,true,1,14
google,mysivi,AR00309923070552834049,CR02352052854409134081,2026-06-01,23,77,true,,
google,mysivi,AR00309923070552834049,CR02352052854409134081,2026-06-15,22,77,true,1,14
google,mysivi,AR00309923070552834049,CR02578210301614751745,2026-06-01,24,79,true,,
google,mysivi,AR00309923070552834049,CR02578210301614751745,2026-06-15,23,79,true,1,14
google,mysivi,AR00309923070552834049,CR02719062826374135809,2026-06-01,25,82,true,,
google,mysivi,AR00309923070552834049,CR02719062826374135809,2026-06-15,24,82,true,1,14
google,mysivi,AR00309923070552834049,CR02725022660433018881,2026-06-01,26,87,true,,
google,mysivi,AR00309923070552834049,CR02725022660433018881,2026-06-15,25,87,true,1,14
google,mysivi,AR00309923070552834049,CR02944692808646131713,2026-06-01,27,90,true,,
google,mysivi,AR00309923070552834049,CR02944692808646131713,2026-06-15,26,90,true,1,14
google,mysivi,AR00309923070552834049,CR03041052427156455425,2026-06-01,28,92,true,,
google,mysivi,AR00309923070552834049,CR03041052427156455425,2026-06-15,27,92,true,1,14
google,mysivi,AR00309923070552834049,CR03359961213537615873,2026-06-01,29,96,true,,
google,mysivi,AR00309923070552834049,CR03359961213537615873,2026-06-15,28,96,true,1,14
google,mysivi,AR00309923070552834049,CR03379897730171142145,2026-06-01,30,100,true,,
google,mysivi,AR00309923070552834049,CR03379897730171142145,2026-06-15,29,100,true,1,14
google,mysivi,AR00309923070552834049,CR03611905025913126913,2026-06-01,31,104,true,,
google,mysivi,AR00309923070552834049,CR03611905025913126913,2026-06-15,30,104,true,1,14
google,mysivi,AR00309923070552834049,CR03679388926457413633,2026-06-01,32,105,true,,
google,mysivi,AR00309923070552834049,CR03679388926457413633,2026-06-15,31,105,true,1,14
google,mysivi,AR00309923070552834049,CR04267229787317075969,2026-06-01,33,109,true,,
google,mysivi,AR00309923070552834049,CR04267229787317075969,2026-06-15,32,109,true,1,14
google,mysivi,AR00309923070552834049,CR03714334867731775489,2026-06-01,34,112,true,,
google,mysivi,AR00309923070552834049,CR04442344606226448385,2026-06-01,35,114,true,,
google,mysivi,AR00309923070552834049,CR04442344606226448385,2026-06-15,33,114,true,2,14
google,mysivi,AR00309923070552834049,CR04503504528204627969,2026-06-01,36,117,true,,
google,mysivi,AR00309923070552834049,CR04503504528204627969,2026-06-15,34,117,true,2,14
google,mysivi,AR00309923070552834049,CR04808896356720574465,2026-06-01,37,119,true,,
google,mysivi,AR00309923070552834049,CR04808896356720574465,2026-06-15,35,119,true,2,14
google,mysivi,AR00309923070552834049,CR05037975111831912449,2026-06-01,38,124,true,,
